Source ID,Name,Random_number, RA (deg),DEC (deg),parallax (mas),pmra(masyr),pmdec (mas(yr),phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,M_g,U (km/s),V (km/s),W (km/s),Ilabel (0=thin.1=thick.2=halo)
Gaia DR2 3479615106870788864,J115403.62-325814.9,1325415307,178.5151093,-31.02920617,25.43675824,114.3667517,9.386927184,17.126322,17.382343,16.686022,0.6963215,0.2560215,0.4403,14.1536306,23.94439937,20.46903733,12.66074578,0
Gaia DR2 5579947122131399936,J065506.79-344906.2,1420556868,103.778309,-33.18163543,11.10714983,47.54402333,29.03784926,19.63011,19.95065,18.944899,1.0057507,0.32053947,0.6852112,14.85812294,0.618764362,7.031391305,29.38379395,0
Gaia DR2 2983198594911758720,J051419.63-175828.6,1527371928,78.58182252,-16.02543787,16.84854656,45.00328782,82.51057866,15.861754,15.889959,15.756128,0.13383102,0.028204918,0.105626106,11.99456758,-11.86100237,17.85229257,24.60195918,0
Gaia DR2 6444384022880678400,J200400.41-604101.3,200204163,301.0016841,-59.31628625,23.35210713,-119.4198728,-64.34283426,17.988739,18.456299,17.35437,1.1019287,0.4675598,0.6343689,14.83036939,13.17904039,-6.233882212,27.07673211,0
Gaia DR2 2302403668123226880,J195527.91+845147.2,1616613041,298.8663232,84.86306755,10.81990083,37.16301971,-24.42263892,18.56233,18.704412,18.214832,0.48958015,0.14208221,0.34749794,13.73344665,6.684962884,20.12725141,-10.48166392,0
Gaia DR2 3583181371265430656,J122747.23-094521.2,475843236,186.9467965,-8.244055511,30.56057484,-122.0599609,-40.44350039,14.748169,14.7107,14.72065,-0.009949684,-0.03746891,0.027519226,12.17397654,-7.43058832,-3.13710477,1.136686068,0
Gaia DR2 5138449463631184000,J020021.74-180043.6,1261223533,30.0905703,-17.98791471,13.5415355,58.77052971,-67.56518283,19.77457,20.342825,18.94855,1.3942757,0.5682545,0.8260212,15.43291003,5.447869664,-20.71393142,7.875030302,0
Gaia DR2 3778692573250571008,J102125.10-075245.1,108441433,155.3545606,-6.120790374,11.80719518,-48.81851842,-34.43332504,16.188665,16.166174,16.25063,-0.08445549,-0.022491455,-0.061964035,11.5493991,-2.894623617,-2.618729021,-11.42931162,0
Gaia DR2 6367775069179929344,J200327.05-741618.8,611675402,300.8626853,-73.7280839,10.67130406,24.27969307,-54.21831208,19.112682,19.449905,18.570147,0.87975883,0.33722305,0.5425358,14.25376982,-12.75971032,-7.016566944,0.653211572,0
Gaia DR2 3531133716326112384,J111225.34-291252.2,894570667,168.1056543,-28.78553765,16.48124409,-19.35477568,-108.5299119,18.897429,19.477215,18.224344,1.2528706,0.5797863,0.67308426,14.98237847,16.31527446,-3.047131276,-20.19903144,0
Gaia DR2 756823437133003136,J111638.30+311920.6,915277287,169.1595736,31.32236519,23.63175514,-83.12998274,-60.66748891,17.99924,18.378502,17.472586,0.9059162,0.37926102,0.5266552,14.86672077,-4.145840807,-6.501294773,0.949742077,0
Gaia DR2 6499095244738784128,J231613.66-563031.7,398074481,349.0568951,-55.49117803,16.03151699,66.40888244,13.84198508,16.72379,16.769857,16.586102,0.18375587,0.04606819,0.13768768,12.74866231,-11.78906243,7.518805145,-2.242591838,0
Gaia DR2 2321679618786073600,J002108.50-303115.2,1279621921,5.28543442,-29.47914155,10.84843879,-7.129743154,-43.88189098,18.689548,18.908312,18.37753,0.5307827,0.21876335,0.31201935,13.86638471,18.04546554,-4.60370284,7.578784494,0
Gaia DR2 2130858005696131840,J190959.38+471709.2,590537359,287.4973811,47.28588703,11.09948963,13.46038307,-55.05057819,16.302305,16.269361,16.354618,-0.08525658,-0.032943726,-0.05231285,11.52882027,26.01193741,10.52201184,-7.115429233,0
Gaia DR2 2469937908410307328,J011027.53-113950.4,706898627,17.61472327,-10.33600129,14.05853153,26.3206985,-50.6598122,17.538017,17.639061,17.310144,0.32891655,0.1010437,0.22787285,13.27771707,7.860216032,-8.07418768,2.210243809,0
Gaia DR2 4810885948781229056,J050449.20-454748.5,221957100,76.2050195,-44.2031685,13.40364947,-31.58221989,-58.34814506,18.522352,18.79468,18.031794,0.76288605,0.27232742,0.49055862,14.15846753,27.28141169,10.61446997,-3.385882261,0
Gaia DR2 1939540641702688256,J235726.59+475530.7,339758310,359.3607653,47.92524186,13.69754154,89.49607346,22.51836584,19.943592,20.545576,19.074766,1.4708099,0.601984,0.8688259,15.6268052,-23.33647659,-1.992222486,7.45288342,0
Gaia DR2 1306242834823730176,J165547.62+255803.7,998365893,253.9484405,25.96768286,11.47129626,8.903550943,-67.24375321,19.93596,20.420393,19.173615,1.2467785,0.48443222,0.76234627,15.23402325,29.18038417,-2.323189407,-2.523143921,0
Gaia DR2 3337943549028544128,J053314.74+092559.2,417825018,83.31144891,9.433106621,16.39864442,-57.25649394,-58.74645805,15.3674,15.309889,15.439173,-0.1292839,-0.05751133,-0.071772575,11.44144087,12.4550569,5.996650285,-15.84982079,0
Gaia DR2 4801658503603445376,J055644.06-452556.6,237983485,89.18362612,-44.56759242,18.18405957,-67.42918152,60.34166841,18.391523,18.759394,17.817003,0.94239044,0.36787033,0.5745201,14.68997759,-9.817924923,22.93551386,-5.913904598,0
Gaia DR2 1913909415047061888,J232552.97+373146.9,831618650,351.47074,37.52974201,15.46319835,-45.96678914,-68.58212373,17.858456,18.126976,17.426945,0.7000313,0.26852036,0.43151093,13.80495229,27.3186337,10.41504678,-7.14301164,0
Gaia DR2 2250775962202536448,J195339.14+685141.4,1682515604,298.4131244,68.86149377,11.55844013,26.36442479,32.69117387,16.427134,16.315447,16.575405,-0.25995827,-0.11168671,-0.14827156,11.7416297,-10.63594567,8.789332783,2.418072725,0
Gaia DR2 5793202453220653952,J144053.66-750834.4,533580069,220.223612,-74.85705909,14.09364374,74.37092851,30.88724987,18.752304,19.201843,18.223822,0.9780216,0.44953918,0.52848244,14.49742052,26.55988833,28.20294935,5.430794782,0
Gaia DR2 1842006916579880704,J204849.54+223639.6,188085013,312.2063582,22.61097538,10.32620493,-21.56685751,-36.07607003,18.899761,19.099617,18.540369,0.559248,0.1998558,0.35939217,13.9694649,23.49434216,2.726292391,4.432035135,0
Gaia DR2 5379014636328802560,J114558.30-452943.8,1436062782,176.4928835,-44.50452188,12.4948673,-51.91872518,40.02608292,18.718363,19.031418,18.212908,0.81851006,0.31305504,0.505455,14.20202105,-16.46480893,5.000250961,15.58850251,0
Gaia DR2 1862923957060814848,J204339.22+323422.1,144597395,310.9133827,32.57279349,11.09749374,-43.47490067,2.251006562,18.62231,18.763,18.27097,0.4920311,0.14068985,0.35134125,13.84843518,16.6783492,9.339558921,21.67249614,0
Gaia DR2 5370551111217495168,J115825.13-510458.8,339330358,179.6047264,-50.91702438,10.52844762,-10.73160206,-49.54538543,18.867931,19.112608,18.429798,0.6828098,0.24467659,0.43813324,13.97975307,7.736684637,6.570555193,-15.90005641,0
Gaia DR2 3654216312114820352,J142638.09+004307.7,1390832849,216.6587305,0.718794502,13.81125744,3.15034236,-71.00432502,19.287966,19.647137,18.582539,1.0645981,0.3591709,0.70542717,14.98913188,18.68598076,-6.938762337,-4.751491657,0
Gaia DR2 6264503856158313856,J155541.62-134755.3,583780193,238.9233917,-12.20128288,16.02932542,-33.07284469,-54.27873954,17.009115,17.040815,16.811207,0.22960854,0.031700134,0.1979084,13.03369145,7.007145782,-7.932544989,3.51921862,0
Gaia DR2 1713163292169537024,J134355.58+761158.6,848806097,205.9816177,76.19959244,17.0807768,-92.42649683,79.90736338,19.0496,19.677881,18.302809,1.3750725,0.62828064,0.74679184,15.21213869,-25.38716062,4.110782621,-4.572039878,0
Gaia DR2 3221735473597064960,J052020.81+004935.8,112938116,80.08673817,0.826575134,11.54133204,61.28079657,8.937106722,19.579094,20.055553,18.993845,1.0617085,0.4764595,0.58524895,14.89037361,1.84586348,-0.818579252,28.84746721,0
Gaia DR2 4007991157673846144,J115851.50+285330.5,301910000,179.7145458,28.89177454,14.46777729,-50.35215049,-52.30033289,16.729948,16.795403,16.562866,0.23253632,0.06545448,0.16708183,12.53195712,-0.737043522,-12.01547501,3.495054763,0
Gaia DR2 3904628406009296896,J121118.74+072444.6,539408489,182.8281241,7.412397394,39.49247607,-68.62034567,-227.8347004,16.577616,17.015093,15.979597,1.0354958,0.4374771,0.59801865,14.56018756,12.30365347,-15.18242687,-4.051144703,0
Gaia DR2 858407492517973888,J114017.45+593852.1,1031874715,175.0727374,59.6477961,10.8432032,54.02009843,6.293994007,18.337006,18.534178,17.97745,0.55672836,0.19717216,0.3595562,13.5127936,26.03877751,22.36280618,11.54251884,0
Gaia DR2 6595531584248930176,J224148.14-393434.7,1670515388,340.4506012,-38.42367905,10.29610159,-13.66962972,-75.35313554,19.52507,20.027159,18.83104,1.1961193,0.50208855,0.69403076,14.58843429,19.26017804,-21.35494859,13.30879164,0
Gaia DR2 5920900901901635968,J174736.12-552324.0,1357301550,266.9005414,-54.60997682,73.98253642,-383.9530866,-306.6804342,15.948891,16.547316,15.198951,1.3483648,0.5984249,0.7499399,15.29453677,-2.327060703,-17.31928832,18.44248792,0
Gaia DR2 1131229995617244800,J102519.37+784708.2,1620045531,156.3307244,78.78560525,10.20432902,-15.30504482,-35.16581014,18.959408,19.146152,18.634844,0.51130867,0.18674469,0.32456398,14.00333007,-3.120954964,-3.37331915,12.74497558,0
Gaia DR2 3975654241527757568,J114123.06+185920.8,767225915,175.3461474,18.98909723,19.63628103,62.74070111,-96.15989352,17.915403,18.332947,17.37898,0.95396614,0.4175434,0.5364227,14.38069956,29.75231731,-3.681813839,6.958331668,0
Gaia DR2 2669627087078070016,J215143.39-065711.9,101886152,327.9307707,-5.04670264,19.82550091,38.28727203,-77.55023627,15.495296,15.437731,15.488844,-0.05111313,-0.057564735,0.006451607,11.98141732,7.213638783,-5.315400146,-6.649117284,0
Gaia DR2 4329047998934483968,J162305.30-142016.4,79835945,245.7721322,-13.66210417,10.45503918,44.77320122,-28.98526531,19.055481,19.356966,18.577171,0.7797947,0.30148506,0.47830963,14.15210928,15.89716441,13.28403642,-15.40232111,0
Gaia DR2 4047101232991522560,J183959.54-311305.2,864658031,279.9981183,-30.78195293,10.49617126,-53.64167466,-35.81322021,17.449162,17.573597,17.189062,0.38453484,0.124435425,0.2600994,12.55431607,10.66507479,-14.03469239,21.33075444,0
Gaia DR2 4414890277623163264,J151715.46-034058.1,1123280844,229.3143992,-2.317228804,10.05370563,-34.56417804,-76.20975948,19.831623,20.434242,19.07379,1.3604527,0.6026192,0.7578335,14.8432539,13.75617267,-27.07545916,-2.293637329,0
Gaia DR2 1193808772927091712,J152958.10+130454.8,43558651,232.4921043,13.08186182,15.26279365,-59.9959159,-7.516044007,16.898176,16.92491,16.769545,0.15536499,0.026733398,0.12863159,12.81634636,-1.614917894,-3.422106619,16.40395805,0
Gaia DR2 694006757290271360,J092240.37+262833.2,1244331041,140.6682181,26.47587693,10.75778228,-33.10963937,-30.17218925,18.46754,18.558607,18.099314,0.45929337,0.09106636,0.368227,13.62615449,-1.636078595,-2.677564673,-5.9518763,0
Gaia DR2 6127897091252496256,J125030.38-495007.1,1374089233,192.6265468,-48.16465111,10.60825988,-2.001515911,39.91229337,19.031193,19.253662,18.689898,0.5637646,0.22246933,0.34129524,14.15941353,2.741341207,13.88634761,23.74810735,0
Gaia DR2 2609067704606647680,J223049.49-101450.3,515474559,337.7061799,-9.75274021,14.49754582,-50.4926217,-57.58063971,17.34661,17.505896,17.032322,0.47357368,0.1592865,0.3142872,13.15308157,27.77004662,-1.55693483,8.819988794,0
Gaia DR2 2751172946772404224,J003504.68+095827.1,1282237132,8.769451777,9.97424861,11.23495121,16.74737517,-39.55460744,18.615177,18.729717,18.25198,0.47773743,0.1145401,0.36319733,13.86803311,7.370536493,-4.102057612,-4.01012105,0
Gaia DR2 1005056535204966144,J063411.42+602759.4,1278071588,98.54763615,60.46646286,20.2381257,94.56794054,-48.69912701,18.522396,19.0069,17.907982,1.0989189,0.4845047,0.6144142,15.05324753,4.306701283,-8.054264082,22.93069546,0
Gaia DR2 4284579698563662592,J182840.92+053047.5,342011239,277.1704858,5.513196508,10.4158441,-25.22996484,-23.83845719,20.1084,20.361584,19.542927,0.8186569,0.25318336,0.56547356,15.1968727,13.99844508,-1.934493568,11.8369415,0
Gaia DR2 3313714023603261568,J042839.53+165811.6,1678669440,67.16467118,16.96990972,20.89519415,102.6918618,-26.88532263,14.074879,13.912569,14.28804,-0.37547112,-0.16230965,-0.21316147,10.67511075,0.6326857,-8.777871524,19.7550017,0
Gaia DR2 251443603306135168,J034434.39+512055.7,811878791,56.14326978,51.34884442,10.10295243,-33.45289239,17.64296097,18.884464,19.070465,18.595358,0.4751072,0.18600082,0.28910637,13.9067058,15.30833419,25.4017805,3.468315362,0
Gaia DR2 3065272808597067520,J083226.21-061524.1,1425404982,128.1092405,-5.743265759,12.52890138,18.20375033,-58.53218105,17.817041,17.963264,17.494635,0.46862984,0.14622307,0.32240677,13.30660635,22.11997878,-5.1956521,1.155066781,0
Gaia DR2 1409592912040297728,J170218.86+503457.7,1342015495,255.578581,50.58273557,10.23843424,-52.31529369,-26.28078451,16.445875,16.402586,16.420967,-0.018381119,-0.043289185,0.024908066,11.49704289,13.83709944,-6.553640396,25.97179555,0
Gaia DR2 3129655296079487872,J065729.30+055047.4,1353401101,104.3720485,5.846509184,25.74194933,-104.8058226,-28.21450066,17.284788,17.547358,16.844234,0.7031231,0.26256943,0.44055367,14.33799529,2.849841859,13.55310185,-13.01594976,0
Gaia DR2 1252527607292758144,J141329.76+213741.5,1628312381,213.3740286,21.62819747,24.15797234,-60.92413102,105.1521879,14.434015,14.338005,14.497523,-0.15951824,-0.09601021,-0.063508034,11.34931767,-15.64278579,18.51472599,12.63571785,0
Gaia DR2 2839397832801325952,J231406.72+233341.4,1602025821,348.5279906,23.56151694,14.54002564,32.80674866,-103.1690002,16.761415,16.949175,16.421335,0.52783966,0.1877594,0.34008026,12.57424134,13.2579947,-8.342616776,-22.38493051,0
Gaia DR2 4249203942725768448,J201521.65+052208.0,273374493,303.840235,5.368889355,10.57692775,49.26821391,-25.21268874,17.378485,17.463486,17.213764,0.24972153,0.08500099,0.16472054,12.50028241,0.431145008,6.469972025,-17.31680494,0
Gaia DR2 6443169719663515392,J202149.51-614608.0,314329586,305.4562686,-60.23113765,12.91514612,-54.82208931,9.599437722,17.376236,17.42623,17.173258,0.25297165,0.049993515,0.20297813,12.93173258,18.32718522,10.98507749,22.78591495,0
Gaia DR2 22557511836520320,J022758.18+074114.3,1226299596,36.99237534,7.687328631,12.36439851,-48.4601005,-66.03021312,19.491829,19.996937,18.765738,1.2311993,0.5051079,0.7260914,14.95269389,28.5589439,4.414430376,-14.45132254,0
Gaia DR2 1514641897929708800,J123557.82+323211.0,386200628,188.9909237,32.53642091,16.53461451,-87.93112205,54.13254506,19.095776,19.64756,18.381111,1.266449,0.5517845,0.71466446,15.18774597,-23.45534324,10.84397612,3.540383353,0
Gaia DR2 4450425359563998848,J160935.86+065512.4,596018425,242.399393,6.920154999,11.58052407,-18.25853603,48.38939855,17.914217,17.982521,17.60442,0.37810135,0.06830406,0.3097973,13.23285806,-8.083408531,20.08115542,19.14942949,0
Gaia DR2 5755421996738629120,J083249.82-061236.0,55490816,128.2076183,-5.790048629,17.85163372,-86.55228101,39.96179689,17.575146,17.831284,17.125807,0.70547676,0.25613785,0.4493389,13.83353556,-13.21461222,20.38526967,-6.764203794,0
Gaia DR2 3573630566590717952,J115915.46-155034.8,390563733,179.8143868,-14.15699896,10.83325759,40.6711065,-26.29241135,17.029696,17.008606,16.970842,0.037763596,-0.021089554,0.05885315,12.20349086,26.79922026,11.54943808,2.548533074,0
Gaia DR2 4354335563781777792,J163552.18-054840.0,1348734115,248.9674073,-4.188850693,10.91368584,-80.22798944,-33.5223666,18.579317,18.9651,17.993382,0.97171783,0.38578224,0.5859356,13.76917433,2.999031138,-22.1361322,25.09535166,0
Gaia DR2 3375989636352188032,J062305.59+214201.1,1565474907,95.77328191,21.70026673,14.21678715,0.394478487,-46.84221986,17.653887,17.687489,17.46697,0.22051811,0.03360176,0.18691635,13.4178941,8.053502207,-3.142438378,-0.635375106,0
Gaia DR2 977142683754098816,J072648.22+495019.7,1242616816,111.7009031,49.83881203,10.87556987,-52.41809447,-33.07174147,19.813353,20.279356,19.142563,1.1367931,0.46600342,0.6707897,14.9956127,-6.762963108,3.820368318,-16.32571909,0
Gaia DR2 1764481588648685440,J205832.57+165752.2,312677353,314.6357265,16.96450218,12.76799039,56.96243729,-14.64712446,18.7623,19.040392,18.289656,0.75073624,0.27809143,0.4726448,14.29291323,-4.362871155,8.593845733,-12.61686166,0
Gaia DR2 4989193925552388992,J010036.14-391949.8,499309767,15.15061974,-38.66947571,13.27188986,-8.386403275,-91.35554165,19.541323,20.12056,18.792444,1.3281155,0.579237,0.7488785,15.15598655,26.54357185,-14.11175725,12.90754464,0
Gaia DR2 5037670392494744320,J013839.10-261726.2,363762607,24.66294021,-25.70941997,14.23219554,-9.58362192,-33.0800437,19.699322,19.978107,19.30205,0.6760578,0.2787857,0.3972721,15.46568126,15.24464484,3.873621701,5.556082625,0
Gaia DR2 2529337507976700928,J005045.79-043304.3,682781159,12.69083194,-3.448818587,12.68311535,-23.83874908,-17.98028548,16.817207,16.623562,17.004562,-0.38100052,-0.19364548,-0.18735504,12.33333705,16.8299044,10.26753426,3.824263815,0
Gaia DR2 5636318464811048064,J092353.02-304858.7,1086797492,140.9709107,-29.18364739,10.79936596,-1.039670479,-53.89708564,18.239199,18.39783,17.883244,0.5145855,0.15863037,0.35595512,13.40618998,21.52201086,2.814401422,-9.575167395,0
Gaia DR2 4719271861112420224,J015817.28-572711.2,193448956,29.57196819,-56.54690232,13.35400978,94.97840027,-4.271296887,16.629446,16.753393,16.364037,0.3893566,0.12394714,0.26540947,12.25750448,-17.6899305,-11.55654154,15.82642371,0
Gaia DR2 4405080812841630592,J160717.38-032951.4,219893987,241.8223994,-2.502439867,12.8046189,43.33542547,40.74797141,17.700363,17.80673,17.39989,0.40683937,0.10636711,0.30047226,13.23719644,5.073170032,32.32061303,2.986941194,0
Gaia DR2 933095015289999872,J075929.62+473509.2,1023947248,119.8734378,47.585904,20.16841186,-91.91874714,-21.13843679,16.188253,16.246618,16.009089,0.23752975,0.05836487,0.17916489,12.71161191,-5.483993624,10.24898506,-12.45983821,0
Gaia DR2 4891758744152351232,J043245.79-281249.0,982780444,68.19077889,-27.78644675,13.67886439,50.68276404,-49.83137513,18.180973,18.415562,17.721704,0.6938572,0.23458862,0.45926857,13.86122327,15.27999284,-9.926083722,16.46596823,0
Gaia DR2 2987553245072866560,J045905.98-142939.1,1228129137,74.77492289,-13.50580651,20.32081802,55.81704615,88.14926663,16.577372,16.718107,16.279146,0.43896103,0.14073563,0.2982254,13.11707753,-10.08850203,16.36872544,23.82963965,0
Gaia DR2 3653854572788715520,J141737.66-014724.7,135372237,214.4069257,-0.209831101,13.28024762,42.16441049,-37.76723827,17.87011,17.997452,17.570368,0.42708397,0.12734222,0.29974174,13.48614042,22.87574184,10.26351332,-4.607924361,0
Gaia DR2 4880759500412788352,J045738.78-273922.7,183150565,74.41155208,-26.34372612,14.58365864,-46.73147781,-41.405541,17.251976,17.325909,17.032997,0.29291153,0.07393265,0.21897888,13.07130846,19.71122576,12.4018214,-8.354674505,0
Gaia DR2 4565151422166297088,J170234.25+220011.9,607329796,255.6426677,22.00331847,11.27893516,-69.86911988,-4.299802103,19.18225,19.5797,18.565474,1.0142269,0.3974514,0.6167755,14.44358957,2.593714477,-7.738930221,29.25346139,0
Gaia DR2 5154220209880074752,J025627.74-164426.5,1440136678,44.11563424,-15.25928521,11.85546885,23.41716009,-16.92257834,16.966228,16.774763,17.130774,-0.35601044,-0.19146538,-0.16454506,12.33582215,4.797510718,-0.567757062,9.202204037,0
Gaia DR2 3490325101742875904,J115013.54-270536.2,237154825,177.5564305,-26.90660668,11.03460825,59.16035909,-7.047918721,18.619127,18.868238,18.156546,0.7116928,0.24911118,0.46258163,13.83291187,29.52070471,20.0455001,10.06248098,0
Gaia DR2 1261751715280478848,J150939.91+215015.4,235190080,227.4162988,21.83758036,13.85100353,-73.10880287,-31.13205243,14.99863,14.873108,15.153151,-0.28004265,-0.12552166,-0.15452099,10.70603672,-0.296116703,-13.44978898,17.52672323,0
Gaia DR2 4061510775220347520,J172937.32-285201.2,400887017,262.4055091,-27.1330223,18.60874065,-21.29645019,-76.83315137,17.483746,17.636187,17.091022,0.5451641,0.15244102,0.39272308,13.83233049,6.303749995,-8.740947767,0.304910459,0
Gaia DR2 4334670557801027840,J165026.64-115536.1,189399354,252.6110237,-10.07329713,11.67587941,8.936910317,-58.21137327,17.778627,17.881296,17.456423,0.42487335,0.10266876,0.3222046,13.1150754,14.50266556,-5.733565137,-8.753865407,0
Gaia DR2 4361047498154483968,J170943.44-070916.9,975520504,257.4309925,-6.845312749,12.68975841,-78.13985541,-45.89083863,19.343029,19.913982,18.661335,1.2526474,0.57095337,0.68169403,14.86029579,8.484242415,-19.6857888,21.42048662,0
Gaia DR2 5257041177205106944,J094749.27-612133.1,367821906,146.9552749,-60.64077181,23.04338981,147.621263,-31.65269895,17.97067,18.426397,17.261082,1.1653156,0.45572662,0.709589,14.78340253,33.13035036,15.0839025,20.94047975,0
Gaia DR2 6352226497294062464,J224202.62-804556.9,952606028,340.510868,-79.23420035,19.26692918,-55.78459872,-67.52650702,17.613672,17.847113,17.191572,0.65554047,0.2334404,0.42210007,14.03773476,15.142491,1.749565071,23.89325437,0
Gaia DR2 2073513900164574464,J195521.53+400034.9,242931103,298.839688,40.00973612,10.43853535,37.0756533,-36.23053166,18.355856,18.512478,17.98836,0.5241184,0.15662193,0.3674965,13.44905377,12.00793317,11.50429453,-16.24461976,0
Gaia DR2 3103248458458872064,J063534.42-061540.7,652654009,98.89338054,-5.738674987,21.78320146,25.63484471,-95.51143466,17.770443,18.051617,17.257053,0.7945633,0.2811737,0.5133896,14.4610515,18.83808178,-6.116279418,2.150682532,0
Gaia DR2 3065135949463337984,J082649.22-062019.3,1655833226,126.7051405,-5.661343313,10.98834408,-50.0175901,-13.47264073,17.974194,18.112955,17.716166,0.39678955,0.13876152,0.25802803,13.17885482,-3.033201533,9.464205011,-13.9089477,0
Gaia DR2 2865356890015992320,J234259.52+275811.6,954695554,355.7479458,27.96992389,12.21593421,5.576191904,-54.9151574,16.570915,16.526405,16.548649,-0.0222435,-0.044509888,0.022266388,12.00554865,13.31311792,0.914693574,-11.15043214,0
Gaia DR2 1325705942981586176,J162334.58+334005.2,518083918,245.894137,33.66807021,10.02719189,-45.81910061,15.78442434,18.672058,18.852541,18.272638,0.57990265,0.18048286,0.39941978,13.67795474,-7.038476515,0.688901249,22.52175136,0
Gaia DR2 4901104897929882624,J000841.64-655507.3,1003371012,2.173468951,-64.08127611,15.34541111,-75.02426261,-22.66712267,17.874409,18.129866,17.468681,0.6611843,0.25545692,0.4057274,13.80430136,28.21556315,16.04685403,14.43717881,0
Gaia DR2 312589747027492736,J010024.60+310306.1,830458904,15.10245622,31.05166145,11.63678008,37.35831745,-51.37344893,19.376549,19.729443,18.721865,1.0075779,0.35289383,0.65468407,14.7057129,-0.96977964,-7.389642231,-10.74555879,0
Gaia DR2 5544588928434374016,J080710.42-373709.8,1085448105,121.7933743,-36.38058215,20.40894587,-38.34195748,102.6502755,14.530338,14.440849,14.646019,-0.20516968,-0.08948898,-0.115680695,11.07944116,-17.89194598,17.56349545,11.83991786,0
Gaia DR2 4367105394905076864,J171721.53-031912.7,1467009337,259.3396934,-2.679799763,10.02130565,-32.71257293,-57.09279149,18.980312,19.416176,18.514643,0.9015331,0.4358635,0.46566963,13.98493389,16.29050657,-18.77635215,6.378033138,0
Gaia DR2 918554863070270208,J083008.83+464634.0,1034063750,127.5368158,46.7761441,14.26333592,79.33941976,-1.690433829,18.263603,18.582708,17.783772,0.79893684,0.31910515,0.4798317,14.03470876,21.09641114,6.859826017,27.80173543,0
Gaia DR2 2722273245708777984,J220326.93+084103.1,1516685074,330.8621551,8.684157032,22.42238911,116.5365437,28.04050292,17.35794,17.661337,16.865778,0.7955589,0.30339622,0.4921627,14.1113501,-16.62822436,10.75222577,-4.907509035,0
Gaia DR2 558285928175703424,J051749.46+830442.2,195416139,79.45613475,83.07841954,17.10580511,-92.28498073,20.93793378,18.555332,18.988579,17.966602,1.0219765,0.4332466,0.58872986,14.72104978,13.37370796,27.62591236,-12.03386648,0
Gaia DR2 3748468991468532224,J102250.83-171155.0,1000114566,155.7118364,-16.80138145,10.29117818,-41.15050917,-30.69553775,16.711952,16.696545,16.724669,-0.028123856,-0.015407562,-0.012716293,11.7742777,-1.705842101,-0.755831057,-12.75917092,0
Gaia DR2 3475944073767590144,J121501.51-281859.4,1042864860,183.7562623,-27.68354154,10.32296719,-25.94573508,30.95914447,18.866432,19.029995,18.51731,0.5126858,0.16356277,0.349123,13.93545493,-9.6934893,11.26572799,16.36745476,0
Gaia DR2 6505113009316709760,J223601.34-561105.6,743872599,339.005554,-55.81512018,31.44608772,-89.66958469,-155.7691768,17.262093,17.731804,16.676949,1.0548553,0.4697113,0.58514404,14.7499257,18.58907159,-8.091768973,21.54316112,0
Gaia DR2 6001878322687273728,J154120.45-423326.3,809407387,235.3351859,-41.44270889,10.02268632,11.21603222,-34.87033645,19.001532,19.165821,18.678844,0.48697662,0.16428947,0.32268715,14.00645229,6.194987701,3.93677515,-9.491519849,0
Gaia DR2 764725833360592640,J111109.24+384856.2,1598091474,167.7884513,38.81560751,15.55269934,112.2181545,-43.17134432,18.20479,18.6608,17.582987,1.0778141,0.45601082,0.6218033,14.163819,39.47610387,9.477929969,21.37348999,0
Gaia DR2 4767443905066482560,J054501.90-562109.4,1649967816,86.2578562,-55.64744012,20.61205959,56.93416467,-63.12595213,17.019297,17.176062,16.740364,0.43569756,0.15676498,0.27893257,13.58990359,20.42404857,2.577852893,16.98020145,0
Gaia DR2 2122880116823483776,J180042.31+492752.6,1652469861,270.1763437,49.46462328,10.99976576,9.630439716,-51.68687324,19.97001,20.40702,19.340033,1.066988,0.4370098,0.6299782,15.17692794,27.54958991,9.387276523,-0.396974793,0
Gaia DR2 5748106155604815360,J082905.50-120019.8,713109073,127.272852,-11.99453951,13.73348851,69.76890933,-20.56134418,18.987764,19.364336,18.389158,0.97517776,0.37657166,0.5986061,14.6766687,24.12587336,3.396116889,22.30896795,0
Gaia DR2 5705288973795070592,J083914.62-201854.4,516928719,129.8109057,-19.68492355,11.09284376,-82.25806256,34.99159912,18.249977,18.577961,17.69923,0.8787308,0.32798386,0.5507469,13.47519159,-25.15535055,21.13350758,-12.9360257,0
Gaia DR2 2999834991818519808,J062313.63-130448.7,1626786683,95.80679593,-12.9198358,12.30945986,67.55778128,38.29209058,19.159204,19.642794,18.564325,1.0784683,0.48358917,0.59487915,14.61039947,-0.081718751,8.094157778,35.67393196,0
Gaia DR2 6705180553128076672,J183250.66-481809.4,1244782352,278.2110472,-47.69740309,10.17750208,30.63093567,31.72935016,19.305662,19.587215,18.867224,0.7199917,0.28155327,0.43843842,14.34386815,7.99629401,29.68512974,-0.832106895,0
Gaia DR2 6621832284637642240,J222124.02-270906.5,499984343,335.3501049,-26.84818885,19.99954404,99.4707487,67.57011612,14.825993,14.766115,14.808456,-0.042341232,-0.059877396,0.017536163,11.33109306,-17.89650587,21.19126608,-4.867770732,0
Gaia DR2 184735992329821312,J050142.72+332344.5,1153525762,75.42799711,33.39568394,13.19152771,26.73239533,-53.70098971,16.12209,16.055042,16.168406,-0.113363266,-0.06704712,-0.046316147,11.72356486,3.068664042,-10.35703268,2.38663308,0
