Source ID,Name,Random_number, RA (deg),DEC (deg),parallax (mas),pmra(masyr),pmdec (mas(yr),phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,M_g,U (km/s),V (km/s),W (km/s),Ilabel (0=thin.1=thick.2=halo)
Gaia DR2 672816969200760064,J073919.78+200829.4,1070960282,114.8324406,20.14153698,15.52949728,-21.72183559,8.741963704,15.970847,15.9185505,16.003513,-0.084962845,-0.05229664,-0.032666206,11.92663507,2.732506627,14.76782877,1.699760091,0
Gaia DR2 6243280979642915456,J160408.04-234558.3,689239230,241.0334954,-22.23383514,13.04773107,21.4263391,4.04986416,17.585098,17.68558,17.288025,0.3975544,0.10048103,0.29707336,13.16277325,8.700496486,16.74323367,2.28870005,0
Gaia DR2 5101820887314498048,J032423.16-203502.4,833127624,51.09654179,-19.41601532,24.45627715,-38.71991443,-14.52056257,16.840258,17.062363,16.451935,0.61042786,0.22210503,0.38832283,13.78220938,11.7490123,13.63329343,1.809431509,0
Gaia DR2 5556356035003846400,J062752.39-475900.6,781132892,96.96828629,-46.01649103,12.04967409,-16.51312011,9.110424942,18.157219,18.309484,17.827461,0.48202324,0.15226555,0.3297577,13.56209544,1.534654999,14.00166013,1.64804957,0
Gaia DR2 1602720338457152000,J153306.70+573232.3,392669916,233.2779446,57.54229431,16.51293302,27.99574744,-24.60097567,18.965628,19.496616,18.259518,1.2370987,0.5309887,0.70611,15.05474877,16.04539188,13.45365755,4.171832136,0
Gaia DR2 1016617865610081152,J090525.20+514322.4,414143217,136.3549799,51.72285896,13.29151716,15.00050727,7.069239993,18.056337,18.147003,17.793709,0.35329437,0.09066582,0.26262856,13.67421014,9.943041588,12.97968691,10.21081053,0
Gaia DR2 3452373568124842752,J060755.75+341526.3,351879726,91.98229551,34.25727688,13.72945815,-10.654367,5.5631843,16.711071,16.566715,16.89128,-0.32456398,-0.14435577,-0.1802082,12.399338,5.860758451,14.04514991,4.190278921,0
Gaia DR2 4723004183397284096,J032218.26-600802.0,1305606457,50.57611619,-59.86614945,12.02441375,26.60535111,13.20432025,19.911287,20.469074,19.083736,1.3853378,0.55778694,0.8275509,15.31160687,-3.83242451,5.45131031,10.23283488,0
Gaia DR2 3146523896095375744,J081317.38+093508.2,1657230920,123.3224127,9.585596519,12.24299275,21.30367145,-1.203361671,18.608381,18.877512,18.161568,0.7159443,0.2691307,0.44681358,14.04781923,10.50426444,8.816899732,13.19283047,0
Gaia DR2 5577031255950388480,J063922.34-394528.1,408211694,99.84311365,-38.24219353,10.67928562,21.87569272,1.650071669,18.779034,19.103998,18.312578,0.79142,0.32496452,0.46645546,13.92174467,7.310712432,6.803647363,15.37151129,0
Gaia DR2 4046296115632033152,J181724.38-323749.8,1003775572,274.3516052,-31.36946199,10.82662067,-10.8688128,-0.353636529,19.515015,19.603481,19.075205,0.52827644,0.088466644,0.4398098,14.68747925,6.569902219,8.278387823,10.61798378,0
Gaia DR2 4887631143142117632,J034950.95-312816.0,1013160638,57.46233718,-30.52893799,11.02804438,-21.64672464,-6.17780007,18.069424,18.211945,17.63933,0.57261467,0.1425209,0.43009377,13.2819162,12.08081207,15.14105315,0.496582686,0
Gaia DR2 5874345999033645568,J144811.59-633341.8,1061795687,222.0483479,-62.43842215,15.43494474,12.34518373,-22.67820779,17.168467,17.287643,16.914867,0.37277603,0.119176865,0.25359917,13.11099196,6.015387913,11.125814,-1.412877681,0
Gaia DR2 4544925596536285056,J170958.27+142553.4,1430509305,257.4927681,14.43153675,18.22867896,-36.18395075,12.08918236,18.788355,19.197443,18.007675,1.1897678,0.40908813,0.7806797,15.09213085,2.573589838,7.172182243,15.15695133,0
Gaia DR2 6379210303641967232,J230933.79-741760.0,1365575857,347.3907808,-73.69995894,12.52998784,-12.03728064,-21.90414888,17.025055,17.10557,16.804567,0.3010025,0.08051491,0.2204876,12.51480818,9.97109843,5.740520432,13.57342482,0
Gaia DR2 1317275544951049472,J160724.34+293323.8,1325259506,241.8514402,29.55661196,20.25394115,-27.47735172,18.73517617,15.587417,15.589893,15.559637,0.030256271,0.002476692,0.02777958,12.11996532,0.093727536,8.953627771,11.29536336,0
Gaia DR2 277130879287684480,J043511.86+552224.6,105649931,68.79941891,55.3735093,22.22433902,39.93300716,3.412594722,15.929477,16.008295,15.730885,0.2774105,0.07881832,0.19859219,12.66362196,4.044808241,5.756182438,13.26753348,0
Gaia DR2 2213351064589769472,J225451.07+681112.5,55581300,343.712823,68.18676483,20.67645187,42.63333555,-5.2881237,18.237675,18.666721,17.575191,1.0915298,0.42904663,0.6624832,14.81505479,-1.910979114,8.118695176,1.18263672,0
Gaia DR2 3339355661260116224,J052448.91+111742.0,232471035,81.20381254,11.29496965,12.17110789,-9.741403578,-12.5181391,17.405893,17.405205,17.305813,0.09939194,-0.000688553,0.10008049,12.83254389,7.78207866,8.791611814,0.867703526,0
Gaia DR2 2881240087097750528,J235557.36+380009.0,854486177,358.9890411,38.0025293,12.08237351,-14.89974376,-14.5480244,17.382421,17.464487,17.177244,0.2872429,0.08206558,0.2051773,12.79318278,13.14848483,11.55311943,2.659792812,0
Gaia DR2 5647521869824082816,J085954.89-301536.0,1425383513,134.9787071,-29.73997639,10.78278974,-13.49764165,-17.02657264,18.501987,18.743149,18.054625,0.68852425,0.24116135,0.4473629,13.66564314,7.400998971,8.418481128,-2.693814682,0
Gaia DR2 1604224470364124416,J143407.66+512424.5,601708962,218.5319372,51.4068355,16.84821861,28.3676752,-26.68001246,19.203981,19.744303,18.404072,1.340231,0.54032135,0.7999096,15.33675134,16.89077372,11.69438922,5.993670006,0
Gaia DR2 2060975722395716736,J202130.17+373615.8,311355093,305.3757359,37.6043668,10.20177107,26.92743301,0.064939013,19.847961,20.458426,19.170416,1.2880096,0.6104641,0.67754555,14.89133929,-0.911164156,12.42469926,-3.770048506,0
Gaia DR2 3054740204465650432,J072714.16-084121.8,783040345,111.80896,-7.310630122,80.87141672,-12.35232496,-75.99997453,14.894284,15.03188,14.629728,0.40215206,0.13759613,0.26455593,14.43325855,8.314271737,7.849929373,3.770043334,0
Gaia DR2 4319908862597055232,J192140.39+144040.1,118492171,290.4182611,14.67784101,50.25941971,-33.09952485,-75.82739195,13.038478,12.968777,13.130781,-0.16200447,-0.069701195,-0.092303276,11.5445662,11.90817805,5.538483506,5.88739666,0
Gaia DR2 2170187399180847872,J210023.33+514252.6,5655838,315.0971592,51.71458349,10.21792647,-3.259365474,11.09001529,17.774729,17.757103,17.766071,-0.008968353,-0.017625809,0.008657455,12.82154264,3.118607293,10.24867552,11.00927885,0
Gaia DR2 6410501923531836928,J215823.90-590606.5,1207778815,329.5995511,-58.8981598,15.69062725,5.340324648,28.25118381,15.811199,15.797377,15.80193,-0.004553795,-0.013822556,0.009268761,11.78940071,5.49083146,18.4377397,2.789496523,0
Gaia DR2 4338304993485762048,J163656.11-101149.6,1399001358,249.2338496,-9.802881796,13.56121668,-12.71834629,-17.61038057,18.939592,19.226192,18.396503,0.829689,0.2866001,0.5430889,14.60108564,6.909928726,3.061114967,6.51212467,0
Gaia DR2 2921786919133198848,J064856.06-263613.7,1101643386,102.23357,-25.39622991,18.79154524,-25.39431155,34.29106216,13.648949,13.465762,13.903287,-0.4375248,-0.18318653,-0.25433826,10.01876114,-2.434018209,16.92578973,4.326142627,0
Gaia DR2 4184482874382315648,J192227.53-164321.0,1240545066,290.6146722,-15.27751115,18.20038235,-20.17115225,-22.4370199,19.40798,19.84394,18.624308,1.2196331,0.43596077,0.78367233,15.70838252,9.384051487,3.872918577,8.747437704,0
Gaia DR2 4112920296803508864,J165802.66-261843.6,548499962,254.5110767,-25.68787921,17.64479908,32.7696588,19.5253773,18.483572,18.88116,17.799093,1.0820675,0.39758873,0.68447876,14.71665559,7.24803949,20.0440377,2.72064449,0
Gaia DR2 1047912479093335040,J104627.94+605449.0,174496554,161.6163544,60.91362255,21.60199128,8.520117175,46.50725111,18.054026,18.51741,17.423557,1.093853,0.46338463,0.63046837,14.72649458,7.173988546,20.2372695,2.838856636,0
Gaia DR2 6027396991122879744,J164634.78-334604.4,286165027,251.644939,-32.23214571,13.86047652,20.88560644,18.74927486,19.71079,20.206453,18.94032,1.2661343,0.4956627,0.7704716,15.41968144,7.862631536,19.91438953,5.113827616,0
Gaia DR2 467196681215333504,J030649.85+640754.8,185373839,46.70771721,64.13186468,11.83852225,24.21527977,-2.404334994,19.370916,19.776936,18.72602,1.0509148,0.4060192,0.64489555,14.73740384,0.199530704,3.854140178,10.47494858,0
Gaia DR2 6656475486554611328,J190734.58-544907.7,881693713,286.8941086,-53.18119651,12.96492608,0.802133508,-24.2347383,17.988626,18.205715,17.615685,0.59003067,0.2170887,0.37294197,13.5524767,2.664079717,2.695978379,4.262339807,0
Gaia DR2 4583221109793391232,J180645.55+273148.0,1598293137,271.6898294,27.53004236,24.84459915,21.10126269,40.66121142,16.850025,17.099215,16.429058,0.6701565,0.24918938,0.4209671,13.82618515,-0.778404033,16.02824333,5.503424427,0
Gaia DR2 1862052942010171648,J202108.74+312834.7,77344588,305.2863481,31.47631889,17.59214137,25.62567373,19.43162628,16.253088,16.313059,16.095346,0.2177124,0.059970856,0.15774155,12.47968153,-1.816776124,13.17343147,3.783753223,0
Gaia DR2 5563438092477617152,J064633.89-421357.7,1273297191,101.6412338,-41.76731405,11.43314752,-19.79676091,6.489965968,18.660147,18.915096,18.212807,0.7022896,0.25494957,0.44734,13.95097575,1.62749608,14.37523301,0.077541419,0
Gaia DR2 5378670630930765312,J114441.88-450501.3,815686235,176.1745192,-44.91631817,11.65634127,15.56289992,14.60630276,16.057838,15.999223,16.141409,-0.14218616,-0.058615685,-0.08357048,11.39064971,9.489091685,14.15047905,13.61112012,0
Gaia DR2 6679362959252072832,J202359.50-433534.4,227012199,305.9979259,-42.40707229,10.05879464,-3.442415913,25.01997379,14.847671,14.65021,15.072494,-0.42228317,-0.19746017,-0.224823,9.860401218,8.055216211,22.05055001,9.016712828,0
Gaia DR2 4041538421599982976,J174902.47-352704.3,462718163,267.2602581,-34.54879938,18.05848862,6.252251871,-26.27112812,15.325759,15.174483,15.390675,-0.21619129,-0.15127563,-0.06491566,11.60916689,5.304450611,5.556516773,1.566972806,0
Gaia DR2 5064951303202034432,J025235.33-311623.9,781210078,43.14717107,-30.72669623,14.4092123,20.71753712,10.39844203,18.194738,18.417133,17.793968,0.62316513,0.22239494,0.4007702,13.98793959,-0.624687664,8.37982259,9.557036443,0
Gaia DR2 5349350263592749056,J111519.54-524813.3,1197808848,168.8313799,-51.19625811,10.2037357,5.928589109,16.61598954,18.178406,18.308977,17.888464,0.42051315,0.13057137,0.2899418,13.22220177,5.354994802,11.71741553,14.59412296,0
Gaia DR2 5637597780949957376,J091737.46-283241.3,976057957,139.4061094,-27.45516716,11.22069865,-10.78110043,11.89679811,18.519094,18.680836,18.2157,0.46513557,0.16174126,0.30339432,13.76919396,-0.562024001,12.31733314,6.505184915,0
Gaia DR2 3554064581079085184,J104933.26-201404.6,925586996,162.3885889,-19.76542673,12.01383598,-2.964946033,-22.93920648,18.91678,19.258749,18.400658,0.85809135,0.34196854,0.5161228,14.31518896,9.776898283,5.769354197,-0.260233854,0
Gaia DR2 2792919650932258560,J002729.50+163605.8,222204780,6.872902491,16.60164931,11.2064731,-20.05061014,-2.847246176,19.175968,19.572474,18.725008,0.8474655,0.39650536,0.45096016,14.42331293,13.80314652,14.13567092,6.456382261,0
Gaia DR2 6397167179653715584,J213955.92-680655.4,789795684,324.9829931,-67.88454841,13.94472954,-2.266559289,23.74795103,18.811466,19.136934,18.29519,0.84174347,0.32546806,0.5162754,14.53351669,8.517328602,17.86827477,3.929840795,0
Gaia DR2 1278736391086871168,J152541.81+345103.6,167411132,231.4241578,34.85098637,11.12562287,-15.80494296,-17.88915805,19.88024,20.33093,19.135014,1.1959171,0.45069122,0.7452259,15.11186116,8.771046217,1.630784458,10.41519324,0
Gaia DR2 204569876426162944,J044539.19+431910.2,1414354769,71.41330647,43.31952944,12.12736735,9.363050661,-18.90291231,18.92642,19.185131,18.39407,0.7910614,0.25871086,0.53235054,14.34525288,3.486913907,3.012253987,4.473890533,0
Gaia DR2 4113302999872887552,J165528.49-253234.1,326037136,253.8686493,-24.45722459,20.51450425,30.3428349,19.53214246,18.935297,19.352243,18.173315,1.1789284,0.4169464,0.76198196,15.49560214,6.940493681,18.40574207,3.721059591,0
Gaia DR2 2430332636288329088,J002702.74-080848.5,896994699,6.761442728,-7.853199762,18.77871979,-34.33101217,21.89668868,14.10799,13.967418,14.301301,-0.3338833,-0.14057255,-0.19331074,10.47632017,10.69290128,19.35393168,9.147877548,0
Gaia DR2 5648566371510973824,J090633.55-273302.9,100802692,136.6398159,-26.44925181,41.31662273,37.14755241,-83.14182009,16.725142,17.20899,16.098083,1.1109066,0.48384857,0.627058,14.8057656,15.37817877,6.976630361,3.655816674,0
Gaia DR2 2839231634746334976,J231815.24+234511.5,444346277,349.5634825,23.75316041,10.25993571,-17.33385309,-2.441149526,19.022848,19.275934,18.591568,0.6843662,0.2530861,0.43128014,14.07857133,13.50614879,12.8730748,8.476845773,0
Gaia DR2 5072492750377745792,J025059.40-283242.0,1150574800,42.74751035,-27.45504148,10.60641469,5.376837154,25.03761297,19.366056,19.835543,18.764057,1.0714855,0.46948624,0.6019993,14.49389946,-3.523300161,16.74098887,8.112667859,0
Gaia DR2 384369542583025408,J000448.58+421422.2,1638146383,1.202444304,42.2394754,15.09447162,14.14414799,-23.40466286,18.111012,18.374094,17.672384,0.70170975,0.2630825,0.43862724,14.00510108,4.397369254,6.908259825,-1.087110627,0
Gaia DR2 6276356552845462272,J142030.53-230423.9,1336515728,215.1272104,-22.92675214,15.28831078,-31.22357408,-4.360833243,17.048302,17.197157,16.745592,0.4515648,0.14885521,0.30270958,12.97009921,-0.296402564,3.4728153,8.763432928,0
Gaia DR2 6108638840152256000,J135122.22-440548.1,1191436121,207.8425553,-43.90332854,11.98110283,-2.086078365,-18.20469839,18.485321,18.67023,18.132978,0.5372524,0.18490982,0.3523426,13.87780502,5.614769099,7.352717992,0.029135889,0
Gaia DR2 5286925624061415168,J071413.32-623228.7,150546352,108.5554809,-61.45873619,10.21205502,9.641432585,-15.82547221,19.796576,20.226074,19.246925,0.97914886,0.42949867,0.5496502,14.84214128,14.40622179,10.25136513,8.293052942,0
Gaia DR2 5210403810950660736,J080828.44-784921.7,1260402056,122.1185349,-77.17730302,12.54250629,7.800089381,-34.6158131,19.573294,20.174152,18.80198,1.3721733,0.6008587,0.7713146,15.06521532,17.9759509,16.05208043,3.90803634,0
Gaia DR2 6647179802935867392,J194034.51-503452.0,977045187,295.1438045,-49.41890782,17.18696574,-37.73373671,-18.15046816,18.968924,19.543875,18.25322,1.2906551,0.5749512,0.71570396,15.14491962,9.037581449,3.149752462,14.78574241,0
Gaia DR2 2281977873112469632,J233047.04+782251.6,1670779785,352.6960377,78.38099016,12.07208852,-27.92861519,10.52753361,19.814316,20.40819,19.081709,1.3264809,0.593874,0.7326069,15.22322785,14.94589115,13.15839487,13.62714823,0
Gaia DR2 5435030772331354496,J094813.01-361055.9,558904034,147.054155,-35.81784754,26.94539063,26.12461096,57.99407089,17.981386,18.469458,17.205845,1.2636127,0.48807144,0.7755413,15.1338086,2.941736366,13.34045239,16.9097858,0
Gaia DR2 3955739783846030208,J123901.56+222810.6,888709337,189.756479,22.46959728,11.1504437,-2.191705015,-16.64652048,17.703081,17.735336,17.521929,0.21340752,0.032255173,0.18115234,12.93954188,8.91745304,4.115009143,5.876779576,0
Gaia DR2 5271452162563821312,J081155.49-671343.7,1530020609,122.9811911,-66.77120235,13.28832857,-2.937815794,26.45772281,18.664024,18.981907,18.119068,0.86283875,0.31788254,0.5449562,14.28137614,-2.443596805,7.991902313,9.977235844,0
Gaia DR2 5756339539190930688,J090943.37-083311.2,501653812,137.4307209,-7.446885977,10.31683005,1.657596627,-13.58332657,18.950867,19.101564,18.622791,0.47877312,0.15069771,0.3280754,14.01859808,9.957894692,6.509745298,3.827628486,0
Gaia DR2 2631652528139944832,J230947.78-085440.7,1063298149,347.4491205,-7.088694973,13.2839009,22.81014682,13.10183943,17.331694,17.410858,16.999458,0.41139984,0.079164505,0.33223534,12.94832178,-3.203401108,11.73953568,5.043193638,0
Gaia DR2 2606341701748795776,J230819.58-104622.8,745895496,347.0816139,-9.227030502,11.11449982,13.10174802,31.20304634,19.983292,20.554602,19.084621,1.4699802,0.57131004,0.8986702,15.21274124,-4.879294827,19.84717137,8.61694618,0
Gaia DR2 3112786176370258688,J070245.84+000318.7,274326798,105.6909725,0.055201485,21.62860811,-34.96620672,-17.39094632,15.134534,15.107545,15.140498,-0.032953262,-0.026988983,-0.005964279,11.80967579,5.625973189,10.47431904,-2.050395439,0
Gaia DR2 6061693095281495424,J125047.02-563243.8,495803394,192.6958946,-55.45446745,62.6066781,-78.95983418,-113.2025975,18.552652,19.467436,17.461367,2.0060692,0.9147835,1.0912857,17.53575566,1.596157347,6.438399727,-2.015120502,0
Gaia DR2 6029737714029601920,J165900.36-290454.8,1508766920,254.7515435,-28.91805803,10.14367604,22.88863676,10.75823104,19.209284,19.751081,18.748291,1.0027905,0.54179764,0.4609928,14.24026068,7.845488393,20.96560559,1.128872394,0
Gaia DR2 4963476584800762112,J021426.26-404103.1,128339168,33.60943162,-39.31584308,11.34414205,7.225976408,-18.48088963,19.083824,19.38569,18.60025,0.78544044,0.30186653,0.4835739,14.35768244,9.375409026,3.383489801,8.800072212,0
Gaia DR2 6046370060701175680,J163807.46-273507.1,275139036,249.5311033,-26.41464608,11.61407009,7.789968718,-17.85045156,15.933032,15.770936,16.042688,-0.27175236,-0.16209602,-0.109656334,11.2579552,7.250411488,6.901417687,-0.424916108,0
Gaia DR2 382242610351540992,J002333.00+432029.8,1432895433,5.887509149,43.3415945,53.42955554,16.34449156,31.13837569,17.697636,17.924194,17.187822,0.736372,0.22655869,0.5098133,16.33654346,4.04943569,10.54025437,8.934674481,0
Gaia DR2 1921255247935490944,J235103.31+410317.6,1624156324,357.763779,41.05490319,10.06691056,5.628770363,-10.8322607,18.901083,18.971252,18.597214,0.3740387,0.07016945,0.30386925,13.91556404,5.472506196,8.311893619,1.252901467,0
Gaia DR2 1603202920982243328,J153738.76+594506.1,770365241,234.4114903,59.75170605,11.03439785,-26.94680253,5.006256715,19.509556,19.978907,18.823174,1.1557331,0.4693508,0.6863823,14.72329901,-1.2711728,3.62277843,12.59072245,0
Gaia DR2 2086392484163910656,J194914.54+473445.8,938880272,297.31062,47.57936585,12.61311213,-21.01838049,-12.15771739,16.123648,16.097359,16.150663,-0.053304672,-0.026288986,-0.027015686,11.62775897,13.5752139,8.539548469,11.15344269,0
Gaia DR2 2516322146457318144,J023016.70+051550.4,1587329231,37.56961414,5.263976842,37.69516915,76.81913568,-24.62565627,12.838502,12.717039,12.995253,-0.2782135,-0.12146282,-0.15675068,10.71992946,0.963487449,2.01390071,8.458301693,0
Gaia DR2 479431569873094912,J045953.52+645039.1,300426573,74.97295581,64.84417577,10.61244292,11.45883836,13.98102565,18.581934,18.77674,18.23104,0.5457001,0.19480515,0.35089493,13.71101081,8.676741924,11.25444331,14.09020582,0
Gaia DR2 2503373296800774784,J023012.26+024926.0,143307493,37.55112198,2.823928691,12.80533526,14.66765895,-9.125885388,19.568161,19.967478,19.128042,0.8394356,0.3993168,0.4401188,15.10511578,3.958261596,4.549329881,6.845537964,0
Gaia DR2 5923817807502498048,J170758.01-540932.8,485802433,256.9916742,-53.84087807,25.53561023,-13.9482802,23.15602219,20.596327,21.272642,19.771221,1.501421,0.6763153,0.82510567,17.63205803,7.398725065,12.10702346,11.07791987,0
Gaia DR2 2118649750133781376,J183158.82+465829.6,498950674,277.9951073,46.97487507,42.91819908,68.68807534,36.87480985,15.101035,15.245279,14.804172,0.44110775,0.1442442,0.29686356,13.26424352,0.768615684,14.40261285,0.814490188,0
Gaia DR2 5791284531288930176,J135841.18-740132.9,1211536902,209.6716322,-73.97420233,11.2104181,-34.41019859,-1.244495072,19.019062,19.492018,18.34133,1.1506882,0.4729557,0.67773247,14.26717109,-4.820211296,1.414052034,9.748512607,0
Gaia DR2 5608828268937648896,J065945.41-290840.2,1603574934,104.9392257,-28.85546482,12.03956744,-12.64639946,-14.13959842,16.951239,16.919195,16.882923,0.03627205,-0.032043457,0.068315506,12.35429305,9.203513785,10.26084796,-0.239029353,0
Gaia DR2 1221075080749770752,J154026.50+234334.7,1100909359,235.1104237,23.7262876,11.18892918,-15.54233178,7.106421382,16.609064,16.540564,16.692736,-0.15217209,-0.06850052,-0.08367157,11.85300673,0.766878011,8.214947409,10.89932288,0
Gaia DR2 6402872511130088704,J214908.98-645504.1,1480977826,327.2873486,-63.0822212,10.08409647,-10.01954077,-17.3968729,19.912949,20.361153,19.303835,1.0573177,0.44820404,0.6091137,14.93113357,8.28713999,3.554785732,12.34852053,0
Gaia DR2 5870659272189813632,J135242.91-605415.8,429110548,208.1788214,-59.09559079,14.74718571,-29.10987219,21.5489577,15.891663,15.8572,15.707575,0.14962482,-0.03446293,0.18408775,11.73520834,0.055569012,6.064840003,15.42431881,0
Gaia DR2 4118803306883861632,J175151.12-213650.8,866802061,267.9630261,-20.38589093,18.48853703,17.5634161,-31.42423271,14.900698,14.781074,14.964735,-0.18366146,-0.11962414,-0.06403732,11.23521045,7.091699413,6.054789076,-1.459298616,0
Gaia DR2 5601233151850995584,J075746.22-270615.8,479593560,119.4425563,-26.89556313,23.41159071,59.24338831,-6.90485032,18.250744,18.825684,17.537676,1.2880077,0.5749397,0.713068,15.09789848,12.79097104,7.528368068,16.00307959,0
Gaia DR2 4047157170632111616,J183902.26-312432.0,1367760168,279.7594428,-30.59106475,17.29875889,14.75059723,33.86867145,17.667475,17.926846,17.176899,0.7499466,0.2593708,0.4905758,13.85754947,5.339164715,20.69803063,6.77816566,0
Gaia DR2 1864482068120988288,J203739.79+352313.2,380242119,309.4158162,35.38702025,18.64422757,5.460457172,-46.9977759,18.931017,19.598196,18.251915,1.346281,0.6671791,0.67910194,15.2837389,14.31325392,8.009778202,-1.801069257,0
Gaia DR2 1881680014815507200,J222112.24+265212.4,1102366355,335.3009586,26.87008101,11.92451099,-24.33451417,-10.13501685,16.79395,16.799269,16.58137,0.21789932,0.005319595,0.21257973,12.17615202,16.21136831,10.9834876,8.824667586,0
Gaia DR2 5631727733184669440,J092345.70-313811.4,1005630287,140.9403961,-30.36345215,21.25892289,-38.43565163,2.004979271,14.95261,14.866335,14.986077,-0.11974239,-0.0862751,-0.033467293,11.5903163,-0.410650568,10.44623897,0.795695942,0
Gaia DR2 699487479157292288,J090151.91+293633.5,334395418,135.4662646,29.60933914,11.37069227,-14.29724896,-18.08186591,19.170645,19.54846,18.641462,0.9069977,0.37781525,0.52918243,14.44957929,3.094565278,3.40580354,0.828926984,0
Gaia DR2 6737906077916759680,J192834.54-404233.1,743457454,292.1438588,-39.2907678,17.74549615,-15.18160982,14.55869197,17.064648,17.09193,16.948145,0.14378548,0.027282715,0.11650276,13.31008841,8.026565511,13.1458001,11.08108591,0
Gaia DR2 4294735475173599744,J192916.22+065719.4,1401405834,292.3175879,6.955411125,22.5457626,53.31323799,-1.868679151,19.805824,20.581467,18.860971,1.7204952,0.7756424,0.9448528,16.57114893,1.939018116,13.56759861,-3.525831283,0
Gaia DR2 2306776464521125120,J000053.30-391546.1,1207781042,0.222148786,-38.73720914,20.03038383,36.22803741,15.4054422,17.41309,17.686089,16.976698,0.70939064,0.2729988,0.43639183,13.92153611,-2.995942331,10.0173575,4.146044431,0
Gaia DR2 1433629812475800320,J165639.10+571903.4,1352699504,254.1629215,57.31760238,12.69024069,-10.58188733,10.17165917,17.430696,17.427156,17.421589,0.005567551,-0.003540039,0.00910759,12.94804578,1.538478462,8.836338527,9.154853606,0
Gaia DR2 2163226700308494080,J204902.69+450036.4,592804584,312.2612193,45.01007325,19.38678522,-25.22139966,25.95503288,15.600805,15.610076,15.562004,0.04807186,0.009270668,0.038801193,12.03833428,4.966298984,10.57217247,15.28898755,0
Gaia DR2 6429838617917056512,J202517.93-643612.6,513056435,306.324739,-63.39647924,15.98535002,22.00251723,29.4274674,18.619652,19.079649,18.022255,1.057394,0.45999718,0.59739685,14.63826255,5.682048671,19.47778346,0.18979446,0
Gaia DR2 4358332292844968832,J163623.23-022307.8,391845536,249.0967617,-1.614478154,19.88033322,44.04918427,12.15856675,18.112541,18.557621,17.511473,1.0461483,0.4450798,0.6010685,14.6046595,7.400910235,19.29986939,0.090288916,0
Gaia DR2 2025075641305573888,J193845.82+264752.1,315878217,294.6909413,26.79782366,10.33805853,19.96264294,20.05796127,15.620795,15.460115,15.584636,-0.1245203,-0.16067982,0.036159515,10.69299114,-4.964205987,16.60939337,3.026405503,0
Gaia DR2 5685624040829463552,J094156.21-162745.7,119967613,145.4841716,-15.53729296,11.70318875,-18.67888833,15.31363756,16.010403,15.96683,16.076471,-0.109641075,-0.043572426,-0.06606865,11.35192373,-3.319334433,13.31411317,5.271764929,0
Gaia DR2 4179983226127791232,J193505.28-182006.7,439054246,293.7719662,-17.66480447,11.48357611,12.27564865,16.60266481,15.693726,15.551554,15.879357,-0.3278036,-0.14217186,-0.18563175,10.99411135,2.418003671,18.12196839,4.698945522,0
Gaia DR2 2448957985306216320,J235353.54-031628.6,732988,358.4730696,-2.725441477,15.11200472,43.50106471,-16.80707945,17.756973,18.082973,17.142641,0.9403324,0.3260002,0.6143322,13.65358367,-3.3787665,0.65098338,1.29724966,0
Gaia DR2 5167424240722533760,J031124.62-090634.2,1497399777,47.85258315,-8.890456233,25.7282698,47.79793753,-42.8871646,17.632582,18.115408,16.986664,1.1287441,0.48282623,0.6459179,14.68463462,5.809672281,-1.089294046,8.325441193,0
Gaia DR2 4038027272797093760,J181015.05-375516.3,1052607142,272.5626525,-36.07876408,22.70546278,-18.39125427,6.941446344,18.789215,19.105204,18.445782,0.6594219,0.31598854,0.34343338,15.56986688,6.536348125,10.05405108,10.53223371,0
Gaia DR2 1032933449935852416,J080709.74+551327.1,1334189439,121.790629,55.22420924,10.78261188,-7.747951978,-23.84702754,20.010384,20.45907,19.220432,1.2386379,0.4486866,0.7899513,15.17400347,1.022574361,1.267739482,3.39216187,0
Gaia DR2 942461445610425856,J062748.79+350001.8,1499692750,96.95333163,35.00053691,18.70445529,-13.96274026,-33.58557413,17.329536,17.523472,16.906273,0.61719894,0.1939354,0.42326355,13.68926176,4.605986574,4.488732022,-0.259323386,0
Gaia DR2 2319970604055155328,J001745.48-311505.8,1320744332,4.439468471,-30.74838939,14.22600193,11.6769784,-22.7330212,18.383993,18.61277,17.900173,0.7125969,0.22877693,0.48381996,14.14940747,6.251781527,2.087672336,6.434078071,0
Gaia DR2 3938160280840704000,J130606.96+181123.3,1132023181,196.5290409,18.18975383,13.64273762,-15.25401321,10.07419691,17.874891,17.953411,17.651125,0.30228615,0.07851982,0.22376633,13.54939891,-0.293640916,10.45806049,7.347812256,0
Gaia DR2 6206558253342895488,J152801.08-342709.4,13501792,232.0044619,-33.54738626,60.44398442,71.09254462,-54.16296346,17.006569,17.49982,16.344309,1.1555119,0.4932518,0.66226006,15.91333433,8.77468029,11.5444891,0.132667685,0
Gaia DR2 99989797884119040,J021856.62+220848.8,1004658284,34.73590551,22.14693217,14.03307142,-12.90700592,-28.34303936,16.709272,16.807674,16.50881,0.29886436,0.09840202,0.20046234,12.44503606,11.32493961,7.347790872,-1.970751667,0
Gaia DR2 6868876810643347328,J194517.14-202543.0,783278670,296.3213648,-19.57145498,10.49690194,18.30321227,9.967929422,17.399742,17.46209,17.223555,0.23853493,0.062347412,0.17618752,12.50504783,1.483755297,16.73049608,0.967119905,0
